18;0.00731539;18;best_first_search;158;08:01 07-05-2026
19;0.00189563;19;best_first_search;181;08:02 07-05-2026
19;0.00191267;19;best_first_search;181;08:02 07-05-2026
19;0.00193001;19;best_first_search;181;08:02 07-05-2026
19;0.00180021;19;best_first_search;181;08:02 07-05-2026
19;0.00188345;19;best_first_search;181;08:02 07-05-2026
20;0.118379;20;best_first_search;185;08:02 07-05-2026
20;0.117936;20;best_first_search;185;08:02 07-05-2026
20;0.117973;20;best_first_search;185;08:02 07-05-2026
20;0.118809;20;best_first_search;185;08:02 07-05-2026
20;0.116454;20;best_first_search;185;08:02 07-05-2026
21;0.0143207;21;best_first_search;156;08:02 07-05-2026
21;0.0143016;21;best_first_search;156;08:02 07-05-2026
21;0.0142805;21;best_first_search;156;08:02 07-05-2026
21;0.0142527;21;best_first_search;156;08:03 07-05-2026
21;0.0142133;21;best_first_search;156;08:03 07-05-2026
22;0.0437099;22;best_first_search;150;08:03 07-05-2026
22;0.0431925;22;best_first_search;150;08:03 07-05-2026
22;0.0431565;22;best_first_search;150;08:03 07-05-2026
22;0.0432495;22;best_first_search;150;08:03 07-05-2026
22;0.0430079;22;best_first_search;150;08:03 07-05-2026
23;0.027519;23;best_first_search;161;08:03 07-05-2026
23;0.0270579;23;best_first_search;161;08:03 07-05-2026
23;0.0270504;23;best_first_search;161;08:03 07-05-2026
23;0.0270774;23;best_first_search;161;08:03 07-05-2026
23;0.0273738;23;best_first_search;161;08:03 07-05-2026
24;0.00264505;24;best_first_search;151;08:04 07-05-2026
24;0.00286446;24;best_first_search;151;08:04 07-05-2026
24;0.00262213;24;best_first_search;151;08:04 07-05-2026
24;0.00262081;24;best_first_search;151;08:04 07-05-2026
24;0.00269118;24;best_first_search;151;08:04 07-05-2026
